,Utterance,Speaker,Emotion,Dialogue_ID,Utterance_ID
12523,問題並不是你所想的那麼簡單。散會後我又和老徐簡單談了幾句。從老徐說話的意思當中，我聽出來了。你被別人在背後踢了一腳。,王厚寶,angry,1865,2
12524,我被別人踢了一腳？踢我有什麼意思？我值得人家踢嗎？我又不和別人爭名奪利。,尚潔,surprise,1865,3
12525,有的時候重要的並不是你要怎麼樣，而是別人認爲你將會怎麼樣。你不和別人爭名奪利，可是別人要和你爭名奪利，你就是想躲也躲不開。,王厚寶,sadness,1865,4
12526,徐處長，昨天總結會散會後老王留下來又和您說了些什麼？,郭章建,neutral,1866,0
12527,其實也沒說什麼。只不過說了說小尚的事情。,徐春友,neutral,1866,1
12528,小尚的事情？,郭章建,surprise,1866,2
12529,本來我和老王商量好了，想讓小尚明年做老王的助手。後來由於各種原因，我想這事還是有點欠考慮，所以就……。,徐春友,neutral,1866,3
12530,噢，我明白了。既然是這樣，那今天老王叫小尚到他辦公室談什麼就不問也能猜出來了。,郭章建,neutral,1866,4
12531,你是說老王和小尚談……。,徐春友,surprise,1866,5
12532,別人要和我爭名奪利那是別人的事情。我不予搭理，又能奈我何？,尚潔,disgust,1867,0
12533,你是真不明白還是裝不明白？只要做了我的助手，以你的能力和水平，不用多久你就會被提拔爲副處長的。,王厚寶,angry,1867,1
12534,提拔我做副處長？我可是想都沒有想過。其實在咱們這個單位呆了這幾年，我對這些都已經看得很淡了。不爲別的，只是覺得每天明爭暗鬥，太沒意思了！,尚潔,disgust,1867,2
12535,你要是真的這樣認爲，那我就沒有什麼可說的了。,王厚寶,sadness,1867,3
12536,不過給老王配一個助手也確實是一件讓人頭疼的事。,徐春友,neutral,1868,0
12537,“徐處長，您這一說我倒想起一個人來。”雙眼小心地看着徐春友。,郭章建,neutral,1868,1
12538,誰？,徐春友,surprise,1868,2
12539,陳玲。,郭章建,neutral,1868,3
12540,噢。不過人家在資料處工作的好好的，未必願意到咱們管理處來。,徐春友,neutral,1868,4
12541,只要您同意，陳玲那邊我去做工作。我想她應該是願意到您手下工作的。,郭章建,neutral,1868,5
12542,徐處長，您要是把陳玲調到咱們管理處，她肯定是和您一條心。絕不會想小尚那樣……。,郭章建,neutral,1868,6
12543,好吧。那就麻煩你去找陳玲說一下。,徐春友,neutral,1868,7
12544,好，我這就去找陳玲。不過，徐處長，陳玲如果願意來的話，人事處那邊您還得去打聲招呼的。,郭章建,neutral,1868,8
12545,這沒什麼問題。,徐春友,neutral,1868,9
12546,你順便通知一下其他人，明天中午咱們處全處新年會餐。,徐春友,neutral,1868,10
12547,喂，是小陳吧？,郭章建,neutral,1869,0
12548,是我，是老郭吧？怎麼樣了？,陳玲,neutral,1869,1
12549,沒問題了。這樣吧，我到你那裏和你詳細說吧。,郭章建,neutral,1869,2
12550,就在電話裏說明白不就行了嗎，怎麼搞得象是在做地下工作一樣？,陳玲,disgust,1869,3
12551,你、你不知道情況。,郭章建,fear,1869,4
12552,我明白了。是不是你那裏說話不太方便？好吧，我等着你。,陳玲,neutral,1869,5
12553,“一會兒見。”放下電話筒。端起茶杯喝一口水，斜眼看一眼尚潔和冬曉麗，轉身走出辦公室。,郭章建,neutral,1869,6
12554,神祕兮兮的，象是搞地下工作一樣。也不知道又在搞什麼鬼？,冬曉麗,disgust,1869,7
12555,我倒覺得老郭在這方面有能力，又有熱心。,尚潔,neutral,1869,8
12556,這方面？哪一方面呀？,冬曉麗,surprise,1869,9
12557,這放面就是這方面。這也許只能意會不可言傳。,尚潔,neutral,1869,10
12558,“我已經意會了。”沉思的雙眼。,冬曉麗,neutral,1869,11
12559,徐處長一開始不同意，我再三說服，徐處長終於同意了，而且徐處長還答應和人事處打一聲招呼。我這邊的工作已經做好了，現在就看你的了。,郭章建,joy,1870,0
12560,太謝謝你了！我一會兒就去找人事處去。,陳玲,joy,1870,1
12561,“謝謝我？你怎麼謝我呀？”雙眼直直地看着陳玲的胸部。,郭章建,joy,1870,2
12562,沒正經。到時候我請你吃烤鴨。,陳玲,joy,1870,3
12563,烤鴨？我就是烤鴨。瞧我，就只顧着你這事情了。徐處長讓我通知會餐的事情還沒有辦呢。好了，不多說。找完人事處後你把情況告我一聲。,郭章建,neutral,1870,4
12564,徐處長，現在用人都是雙向選擇。我們人事處沒有多少權。再說這是你們處要的人，只要陳玲自己也同意，這事情就這麼定了。,趙處長,neutral,1871,0
12565,“那我可要多謝趙處長對我們工作的支持啊。”向外走去。,徐春友,joy,1871,1
12566,徐處長，你是四月份的生日的吧。,趙處長,neutral,1871,2
12567,是啊。怎麼了？,徐春友,surprise,1871,3
12568,沒什麼。我只是隨便問問。,趙處長,neutral,1871,4
12569,你不說我也知道。還有一年的時間我就該滾回家去了。到時候不用你通知，我自己往回滾。,徐春友,angry,1871,5
12570,說笑，說笑了。不過說正經的，這畢竟是給王處長配備的助手，所以你最好再和王處長打一聲招呼。,趙處長,neutral,1871,6
12571,去吧，趙處長正要找你呢。,徐春友,neutral,1871,7
12572,謝謝你徐處長！,陳玲,joy,1871,8
12573,說曹操，曹操就到。來來，小陳，我正要找你去呢。,趙處長,surprise,1871,9
12574,老王，打擾你一會兒，和你商量個事情。,徐春友,neutral,1872,0
12575,什麼事情？,王厚寶,surprise,1872,1
12576,給你配助手的事情。,徐春友,neutral,1872,2
12577,噢！,王厚寶,surprise,1872,3
12578,經研究，決定把資料處的陳玲調到咱們管理處做你的助手。協助你做系統內期刊管理工作。,徐春友,neutral,1872,4
12579,她？行嗎？,王厚寶,surprise,1872,5
12580,這個問題我認真考慮過，也做了一些調查。人事處趙處長也點了頭了。至於陳玲本人嘛，也是同意的。現在就看你有什麼意見。,徐春友,joy,1872,6
12581,陳玲原來一直是做資料整理工作，讓她來做管理工作，能拿得起來嗎？再說聽說，陳玲只是個成人大專畢業，水平究竟怎麼樣？我對陳玲本人沒有任何的成見，只是覺得她幹不了這項工作。,王厚寶,angry,1872,7
12582,任何人都有自己的適應性。任何工作都是人來乾的。咱們不能說什麼樣的人只適合做什麼樣的工作是不是？再說小陳已經工作十幾年了，有一定的工作經驗了。我想是能勝任這項工作的。至於說到學歷嘛，你和我可都是中專畢業生，我們的工作做的不是一樣很好嘛。何況小陳還是大專畢業生。,徐春友,neutral,1872,8
12583,這麼說這事已經定下來了。,王厚寶,neutral,1872,9
12584,可以說基本上定下來了吧。,徐春友,neutral,1872,10
12585,那還問我的意見幹什麼？,王厚寶,angry,1872,11
12586,哎！你這話怎麼能這麼說？,徐春友,surprise,1872,12
12587,總之情況我已經說得明明白白，我的意見也講得清清楚楚了。以後出了什麼事情和我可沒有什麼關係。,王厚寶,angry,1873,0
12588,王處長，你也別生氣。這事小陳自己同意，你們徐處長也點了頭。不管怎麼說，徐處長還是你們管理處的一處之長嘛。事情是他定的，我也不好說什麼。再說就算以後有什麼不妥之處也都是他的責任。和你我關係都不大。,趙處長,neutral,1873,1
12589,簡直是拿工作當兒戲嘛。,王厚寶,angry,1873,2
12590,告訴大家一個好消息。明天中午咱們全處新年會餐。,郭章建,joy,1874,0
12591,又不是發錢，不就是會餐嘛，算什麼好消息？,冬曉麗,disgust,1874,1
12592,小冬你看你這話說的，大家坐在一起，一邊吃飯，一邊談談心有什麼不好？,郭章建,surprise,1874,2
12593,是挺好。一邊吃飯，一邊探心。所謂知己知彼才能百戰不殆嘛。,尚潔,joy,1874,3
12594,是，是挺好。一邊吃飯，一邊探心。,冬曉麗,joy,1874,4
12595,怎麼吃飯談心又和知己知彼百戰不殆聯繫在一起了？真是丈二和尚摸不着頭腦。,郭章建,surprise,1874,5
12596,我是老郭。,郭章建,neutral,1874,6
12597,老郭，我已經找過人事處趙處長。正好碰上了你們徐處長，看樣子他和趙處長已經談得差不多了。,陳玲,neutral,1874,7
12598,情況到底怎麼樣？,郭章建,neutral,1874,8
12599,我和趙處長也談好了。我看沒什麼問題。,陳玲,neutral,1874,9
12600,那就好。你彆着急。等我的信吧。會餐的事情我已經通知完了。去不去在你們自己。,郭章建,neutral,1874,10
12601,小尚，我想到一個成語。,冬曉麗,neutral,1874,11
12602,噢？,尚潔,surprise,1874,12
12603,上——竄——下——跳。,冬曉麗,neutral,1874,13
12604,請進。,徐春友,neutral,1875,0
12605,哼！,徐春友,angry,1875,1
12606,徐處長，您這是怎麼了？,郭章建,surprise,1875,2
12607,怎麼了？我能怎麼了？是人家要把我怎麼了。,徐春友,angry,1875,3
12608,誰能把您怎麼了？,郭章建,surprise,1875,4
12609,我們的王副處長唄。,徐春友,angry,1875,5
12610,老王？老王怎麼了？,郭章建,surprise,1875,6
12611,剛才人事處趙處長打電話給我，說老王到人事處告的狀。,徐春友,angry,1875,7
12612,徐處長，您行得正坐得端。老王告您的狀？那能告出個什麼名堂嘛。,郭章建,surprise,1875,8
12613,告我調陳玲到咱們管理處事先不和他商量唄。也不想想，我是正處長，我和你個副處長商量是人情，是給你面子。我不和你商量，也是我的本分。家有千口主事一人嘛。,徐春友,disgust,1875,9
12614,就是。您是一處之長嘛。他一個副處長還想和您分庭抗禮？也不知道他是怎麼想的。,郭章建,disgust,1875,10
12615,老郭，你負責通知陳玲，讓她過了新年就到咱們處來報到上班。我就不信我定下的事情還能不算數？哼！,徐春友,angry,1875,11
12616,這樣一來，老王在咱們管理處就培養不起他的勢力了。,郭章建,joy,1875,12
12617,“他培養勢力？下輩子吧。喂，是我。對對。鍾鍾是要在元月,徐春友,angry,1875,13
12618,“我摔！我摔！摔！”辦公桌上的文件、筆等一一摔在地上。,徐春友,angry,1876,0
12619,“我也摔！摔！”一把又抓起辦公桌上的暖水瓶，高高地舉了起來。,郭章建,angry,1876,1
12620,你摔？在我面前你也敢摔？你摔給誰看？,徐春友,angry,1876,2
12621,“我、我、我……。徐處長，您、您不讓我摔，就是、就是打死我，我、我也不敢摔。”將手中的暖水瓶輕輕地放回了辦公桌。,郭章建,fear,1876,3
12622,他媽的，你說，你給我說，到底是門檻還是門檻？,徐春友,angry,1876,4
12623,門檻和門檻他媽的是一個東西，究竟是個什麼玩意兒誰知道呢？,郭章建,surprise,1876,5
12624,“門檻？門檻？到底是門檻還是門檻？”一下爬在辦公桌上。,徐春友,angry,1876,6
12625,來、來、來。抽菸，抽菸。,郭章建,neutral,1876,7
12626,“門檻？門檻？”又發出一片鼾聲。,徐春友,surprise,1876,8
12627,是啊，他媽的，到底是道行呢還是道行？,郭章建,surprise,1876,9
12628,小尚，還記得昨天會餐的時候你說了些什麼嗎？,冬曉麗,neutral,1877,0
12629,昨天會餐時我說什麼了？我自己真是記不清楚了。你也知道平時我根本就不喝酒。也不知道是怎麼了，昨天一下就喝了兩三杯酒，當時頭就發脹發昏了。說實話，現在我這腦袋還有一點疼呢，哪兒還能記得昨天說什麼話了？,尚潔,surprise,1877,1
12630,昨天會餐時你說的話可不是一句記不清楚就能了得的。,冬曉麗,neutral,1877,2
12631,這麼嚴重？難道我會酒後罵人不成？,尚潔,surprise,1877,3
12632,比罵人還要嚴重百倍。,冬曉麗,neutral,1877,4
12633,噢？我總不成酒後動手打人吧？我全身沒有二兩力氣，我就是想打也打不過別人去呀。,尚潔,surprise,1877,5
12634,看來你是真記不清楚了。告訴你吧，你不但給老郭糾正白字，而且還給老徐也糾正了白字。,冬曉麗,neutral,1877,6
12635,糾正白字？糾正白字很正常呀。不糾正的話他們不就會一直錯下去嗎？別人也糾正過我念出來的白字，我只有感謝給我糾正白字的人。怎麼說也是一字之師嘛。,尚潔,neutral,1877,7
12636,可是你是當着那麼多人的面給他們糾正白字。老郭也就罷了。老徐可是個愛面子的人，當時你把老徐搞得很狼狽，一下下不了臺，他覺得很丟面子呀。,冬曉麗,neutral,1877,8
12637,真是這樣嗎？,尚潔,surprise,1877,9
12638,聽說會完餐，老徐回到辦公室後，趁着酒勁還摔東西發脾氣了。,冬曉麗,neutral,1877,10
12639,這又何必呢？,尚潔,surprise,1877,11
12640,請進。,徐春友,neutral,1878,0
12641,徐處長，昨天咱們兩人是被人家給當衆當猴子耍了。,郭章建,angry,1878,1
12642,咳，昨天的事情就不要再說了。大家都喝多了，酒後的事不要當真嘛。,徐春友,neutral,1878,2
12643,反正大家都知道我肚子裏沒多少學問，念個白字很正常，我是無所謂。倒是徐處長您……。,郭章建,fear,1878,3
12644,我也是凡夫俗子，念個白字也很正常。,徐春友,neutral,1878,4
12645,問題的關鍵並不在於唸了個白字，也不在於小尚不給咱們兩人留情面。,郭章建,neutral,1878,5
12646,那是什麼？,徐春友,surprise,1878,6
12647,小尚被人當槍使了。,郭章建,angry,1878,7
12648,噢？不至於吧？當時那種情況下誰也沒有指使小尚嘛。而且當着那麼多人的面也不可能指使嘛。,徐春友,surprise,1878,8
12649,徐處長，您怎麼就不明白？當時小尚給我們糾正白字，那只是借題發揮罷了。其實，哼！其實……。,郭章建,angry,1878,9
12650,你是說有人讓小尚找機會和我們兩人爲難，給我們兩人難堪？,徐春友,surprise,1878,10
12651,徐處長，您看不出來嗎？在咱們管理處，除了我老郭一個人真正能和您一條心，其他人那可都是看另一個人的眼色行事啊。正因爲這樣，我才希望陳玲能調到咱們管理處。陳玲可以說是咱們兩人把她給調進來的，她來了之後，最起碼不會跑到另一邊嘛。,郭章建,angry,1878,11
12652,可是你這意思也意思得太大了吧？,張萌,surprise,1879,0
12653,要不怎麼說你們女人是頭髮長見識短呢。我要意思就往大意思，這就是投資。你明白了嗎？眼見徐處長就要退休了，將來這管理處是誰的天下，關鍵就在這一條項鍊了。只要我當上管理處的處長，這一條小項鍊算個什麼呀？,郭章建,disgust,1879,1
12654,你的意思我明白了。不過萬一你接不了他的位子，那我們可就虧大了。,張萌,fear,1879,2
12655,你的擔心也不能說就沒有道理。這也是沒有辦法的辦法。你想想看，做生意投資有沒有風險？有，肯定有。任何事情都是有風險的。不過從目前各方面的情況看，我估摸着應該問題不大。,郭章建,neutral,1879,3
12656,我把話先給你說清楚。要是萬一你的事情沒成，你得想辦法把失去的損失給我補回來。,張萌,fear,1879,4
12657,你呀你！眼界太小。走吧。,郭章建,disgust,1879,5
12658,幹什麼去？,張萌,surprise,1879,6
12659,去給徐處長送項鍊呀。,郭章建,neutral,1879,7
12660,你自己送去就行了。我去幹嗎呀？,張萌,surprise,1879,8
12661,這你就又不明白了。咱不能說這項鍊是特意買的。一這樣說人家就是想收也不好收了。咱得說是有親戚從南方回來了。聽說那裏的首飾價格便宜，東西又好。正好徐處長的女兒結婚，咱們就讓親戚給帶回來一條。,郭章建,neutral,1879,9
12662,那也用不着非得我和你一起去呀。,張萌,surprise,1879,10
12663,我一個大男人，有的話不好說。有你在，有的話你就替我說了。再說咱們兩人一起去不是顯得咱們和徐處長更親近嗎？記着啊，到時候說話可得靈活一點。,郭章建,neutral,1879,11
12664,就你的鬼心眼多。,張萌,neutral,1879,12
12665,小陳，來、來，進來。,徐春友,neutral,1880,0
12666,老王啊，現在小陳已經正式調到咱們管理處工作了。從今天開始，小陳就協助你的工作。,徐春友,neutral,1880,1
12667,噢？,王厚寶,surprise,1880,2
12668,昨天人事處趙處長親自到咱們處正式通知這件事情的。你昨天到部裏開會不在，趙處長就讓我轉告你一聲。,徐春友,neutral,1880,3
12669,我們正缺人手。小陳來我們管理處很好嘛。,王厚寶,joy,1880,4
12670,王處長以後請多關照。,陳玲,neutral,1880,5
12671,老王，你這辦公室挺寬敞，再加一張辦公桌也沒什麼問題。再說小陳以後又是協助你的工作。我看小陳的辦公桌就安排在你的辦公室裏吧。,徐春友,neutral,1880,6
12672,這個、這個有點不大方便吧。一來我中午要在辦公室休息；二來我和小陳一男一女在一個辦公室也有點那個。老徐，你看能不能把小陳的辦公桌安排到別的辦公室。,王厚寶,fear,1880,7
12673,好吧。本來把小陳安排到你的辦公室也是暫時的。既然這樣那就算了。小陳，你跟我來吧。,徐春友,neutral,1880,8
12674,哼！這個老王！真是越來越不知道天高地厚了。給他辦公室多加一張辦公桌他都推三阻四。,徐春友,angry,1881,0
12675,徐處長，算了吧。您犯不着和他生氣。只要您心裏明白是怎麼回事就行了。,郭章建,neutral,1881,1
12676,這樣也好。乾脆就讓小陳到你現在的辦公室去吧。反正過幾天你就要換辦公室了。,徐春友,neutral,1881,2
12677,我換辦公室？爲什麼？,郭章建,surprise,1881,3
12678,爲什麼？本來這事在沒有正式下文公佈之前我不應該和你說，不過咱們這種關係，我就是事先說給你聽也無所謂。,徐春友,neutral,1881,4
12679,徐處長，您說的到底是什麼事？怎麼還搞得這麼神祕？,郭章建,surprise,1881,5
12680,什麼事？好事。經過我大力推薦，院黨委經過討論通過，決定任命你爲咱們管理處的副處長。現在就等着人事處正式下文公佈了。,徐春友,joy,1881,6
12681,徐處長，您不是在和我開玩笑吧？,郭章建,surprise,1881,7
12682,你看你這個老郭，這事我能和你開玩笑？難道你連我都信不過？,徐春友,angry,1881,8
12683,徐處長，瞧您說的。我信不過別人還能信不過您？,郭章建,neutral,1881,9
12684,這事你知道就是了。在沒有正式下文公佈之前可不能到處亂傳啊。我是這樣想的，等正式下文後，就給你單獨安排一間辦公室。這樣正好可以讓小陳到你現在的辦公室了。,徐春友,neutral,1881,10
12685,正式下文，正式下文……。,郭章建,neutral,1881,11
12686,自己叨咕什麼呢？我和你說話你聽到了嗎？,徐春友,disgust,1881,12
12687,徐處長，您說，您說。,郭章建,neutral,1881,13
12688,老郭，你也知道，資料處的工作我早就不想幹了。這回我能調到管理處，而且又是做老王的助手，這可全靠你和老徐幫忙。說心裏話，我非常感激你們兩人。,陳玲,joy,1882,0
12689,“這話可就見外了。咱們兩人是自己人，說這話就沒勁了。”趁機摸一下陳玲的手。,郭章建,joy,1882,1
12690,老徐的女兒結婚，事先我一點都不知道，也沒有什麼表示。要不一兩天我把賀禮補上？也可以表示一下心意。,陳玲,joy,1882,2
12691,你這不是正月十五貼門神，一晚就晚了半個月嘛。再說了，你就是真的送賀禮，老徐也未必會收。那你又何必自討沒趣呢？,郭章建,neutral,1882,3
12692,那、那我怎麼才能向老徐表達我的感謝呢？,陳玲,surprise,1882,4
12693,“你口頭表達一下就算了。再說，這不還有我在這兒呢嗎。告訴你吧，用不了幾天我就是咱們管理處的副……”眼睛一轉，趕緊住口，裝做咳嗽遮掩過去。,郭章建,neutral,1882,5
12694,副？副什麼呀？,陳玲,surprise,1882,6
12695,“沒什麼，沒什麼。來、來，快吃肉，再不吃肉都煮老了。”兩條腿在桌子底下用力夾住陳玲的一條腿。,郭章建,neutral,1882,7
12696,去、去、去。老實點。,陳玲,neutral,1882,8
12697,是、是、是。老實點。,郭章建,neutral,1882,9
12698,現在到徐處長辦公室開會。,郭章建,neutral,1883,0
12699,怎麼又開會？,冬曉麗,surprise,1883,1
12700,十幾分鐘的短會。耽誤不了大家多少時間。,郭章建,neutral,1883,2
12701,現在到徐處長辦公室開會。,郭章建,neutral,1884,0
12702,老郭，看你滿面紅光喜氣洋洋，有什麼好事呀？,查才金,surprise,1884,1
12703,看你說的，我能有什麼喜事？,郭章建,joy,1884,2
12704,請進。,劉副院長,neutral,1885,0
12705,老王，你這是怎麼了？,劉副院長,surprise,1885,1
12706,我有意見。,王厚寶,angry,1885,2
12707,有意見？對誰有意見？,劉副院長,surprise,1885,3
12708,對院領導有意見。,王厚寶,angry,1885,4
12709,老王，你對我有意見，現在就可以直接提。要是對院領導有意見，那就不能和我說了。我只是個副院長嘛。,劉副院長,neutral,1885,5
12710,可你是主管我們管理處的院領導呀。,王厚寶,neutral,1885,6
12711,也對。那你就說說你的意見吧。,劉副院長,neutral,1885,7
12712,我對提拔郭章建當我們管理處的副處長有不同意見。論年齡，郭章建不符合幹部年輕化的要求；論學歷，他只是箇中專生，不符合幹部知識化要求；論能力，在管理工作上他一樣也拿不起來；論水平，寫個文件文稿，錯字連篇不說，而且連話都說不通。我就是不明白，這樣的人怎麼會被提拔爲副處長？,王厚寶,disgust,1886,0
12713,“我知道你說的都在理。可是這是黨委討論通過的，任何個人都不能改變了。其中的蹊蹺之處連我也想不明白。你對此有看法也是可以理解的。可是……。”無奈的臉。,劉副院長,sadness,1886,1
12714,可是放着小尚這樣年輕有爲的人不用，而要用一個一無是處的郭章建。我是真的不明白院領導對此是怎麼考慮的。,王厚寶,surprise,1886,2
12715,其實一開始院領導是考慮小尚的，只是、只是有的人對小尚有看法。,劉副院長,neutral,1886,3
12716,有看法？有什麼看法？無非是說小尚太傲氣罷了。不錯，小尚是很傲氣。就連我也不在小尚的眼裏，這我也知道。可是用人總應該是用其所長吧。郭章建這個人他、他……。,王厚寶,disgust,1886,4
12717,老王，你也知道，咱們院的風氣有點那個。這話我可能說過了。算我沒說。至於郭章建和小尚的事情嘛，現在說什麼也晚了。只好等以後再說了。,劉副院長,neutral,1886,5
12718,門開着呢。,郭章建,neutral,1887,0
12719,老郭，你找我？,陳玲,neutral,1887,1
12720,把門關好。,郭章建,neutral,1887,2
12721,有什麼事？,陳玲,neutral,1887,3
12722,你不是一直想表示一下對老徐的感激之情嘛。明天是老徐六十歲生日，由你出面，咱們全處給老徐過個六十大壽你看怎麼樣？,郭章建,joy,1887,4
12723,好啊。論理講六十大壽也確實是應該好好過一下。,陳玲,joy,1887,5
12724,六十歲可是退休的年齡啊。你去張羅去吧，咱們熱熱鬧鬧給老徐過個六十歲生日。,郭章建,joy,1887,6
12725,小尚，小冬，明天是老徐六十歲生日。咱們處每人出五十塊錢，中午給老徐擺一桌壽宴，剩下的錢一起給老徐買一件生日禮物。不過我事先申明，這可是自願參加，沒有一點強迫的意思。,陳玲,neutral,1888,0
12726,過生日嘛，還什麼自願不自願強迫不強迫？我建議咱們都參加就是了。,尚潔,neutral,1888,1
12727,就是，誰都願意過一個高高興興的生日。,冬曉麗,neutral,1888,2
12728,“我還得再去別的辦公室。”轉身走出去。,陳玲,neutral,1888,3
12729,六十歲生日，這麼說老徐馬上就要退休了。老王也快到點了。,冬曉麗,neutral,1888,4
12730,各位、各位，明天是老徐六十歲生日。咱們處每人出五十塊錢，中午給老徐擺一桌壽宴，剩下的錢一起給老徐買一件生日禮物。我在此事先申明，這是自願參加，決不勉強。,陳玲,neutral,1889,0
12731,什麼勉強不勉強？人生能有幾個六十歲生日？我們當然都應該參加。,查才金,neutral,1889,1
12732,請進。,王厚寶,neutral,1890,0
12733,王處長，明天是老徐六十歲生日。咱們處每人出五十塊錢，中午給老徐擺一桌壽宴，剩下的錢一起給老徐買一件生日禮物。你看這樣合適嗎？,陳玲,neutral,1890,1
12734,噢？明天老徐過生日？很好嘛，這樣給老徐過六十歲生日很好。哎呀！過幾個月就是我六十歲生日了，到時候你們也這麼給我過一下。我事先申明，不能低於老徐的檔次啊！,王厚寶,joy,1890,2
12735,那肯定。我們一視同仁，照此辦理。,陳玲,neutral,1890,3
12736,請進。,徐春友,neutral,1891,0
12737,老徐，這份文件我已經看完了。,王厚寶,neutral,1891,1
12738,好，你放下吧。,徐春友,neutral,1891,2
12739,老徐，明天是你的六十歲生日吧？,王厚寶,neutral,1891,3
12740,是啊。你怎麼知道的？,徐春友,surprise,1891,4
12741,小陳說的。他們現在正在張羅着明天要給你好好過生日呢。,王厚寶,neutral,1891,5
12742,噢！,徐春友,surprise,1891,6
12743,請進。,徐春友,neutral,1892,0
12744,徐處長，你找我？,陳玲,neutral,1892,1
12745,聽說你在張羅着明天給我過六十歲生日？,徐春友,surprise,1892,2
12746,是啊！徐處長，你這是六十大壽，眼看就要退休了，我們一定好好地……。,陳玲,joy,1892,3
12747,怎麼，你一直盼着我退休嗎？,徐春友,angry,1892,4
12748,徐處長，我、我、我可沒有那個意思。我、我……。,陳玲,fear,1892,5
12749,我明天過生日你是怎麼知道的？,徐春友,surprise,1892,6
12750,是老郭告訴我的。,陳玲,neutral,1892,7
12751,噢！這麼說張羅着給我過生日也是老郭的主意了？,徐春友,surprise,1892,8
12752,是啊。其實我早就想對你表示一下我的感激之情，只是一直沒有找到合適的機會。這次正好老郭……。,陳玲,neutral,1892,9
12753,老郭是怎麼和你說的？,徐春友,surprise,1892,10
12754,這……。老郭特意把我叫到他的辦公室說，六十歲可是退休的年齡啊。你去張羅去吧，咱們熱熱鬧鬧給老徐過個六十歲生日。,陳玲,neutral,1892,11
12755,好啊！等不及了！這可真是醉翁之意不在酒啊！這個忘恩負義的小人！,徐春友,angry,1892,12
12756,老徐的生日張羅得怎麼樣了？,郭章建,neutral,1893,0
12757,差不多了。不過，不過……。,陳玲,neutral,1893,1
12758,不過怎麼了？,郭章建,surprise,1893,2
12759,不過我看老徐好象對給他過生日很不高興。,陳玲,neutral,1893,3
12760,噢？你怎麼知道的？,郭章建,surprise,1893,4
12761,昨天下午，老徐特意把我叫到他的辦公室，問了一下我是怎麼知道他明天過生日和給他過生日是誰的主意。話裏話外好象很害怕別人知道他已經六十歲了。,陳玲,neutral,1893,5
12762,這個老徐也真是的，六十歲就是六十歲了嘛。別人知道了，你是六十歲。別人不知道，你還是六十歲。歲數還能瞞得住？,郭章建,disgust,1893,6
12763,那、那這生日還過嗎？,陳玲,surprise,1893,7
12764,當然過呀。而且要大張旗鼓地過。你最好想辦法讓人事處也知道咱們在給老徐過生日。,郭章建,neutral,1893,8
12765,我明白了。,陳玲,neutral,1893,9
12766,“六十歲的壽星到。大家歡迎！”帶頭鼓掌。,郭章建,joy,1894,0
12767,“謝謝大家的心意。”坐在主位上。,徐春友,joy,1894,1
12768,現在咱們請六十歲的壽星給我們說幾句。大家歡迎！,郭章建,joy,1894,2
12769,今天能和大家在一起過我的六十歲生日，我的心裏非常高興。前些年的人，一到六十歲就老得不象個樣子了。現在生活好了，我和老王有幸趕上了這好時代。你們看看我和老王，我們象六十歲的人嗎？不象根本就不象。我和老王身體好得很，恐怕比有的年輕人還要好。上午的時候張院長把我叫去了。你們猜一猜張院長和我說了些什麼？你們根本就猜不到，連我也沒有想到張院長會和我說那樣的話啊。張院長說他還有三年的任期，張院長希望我能再陪他幹三年。本來我早就想退休回家享清福的，可是既然張院長說這話了，看來我這享清福的好事就得往後推移三年了。唉，沒辦法，爲人民服務嘛，也沒什麼條件好講的。既然黨還需要我們繼續發光發熱，我們就應該聽從黨的安排。是吧，老王？,徐春友,joy,1894,3
12770,是、是。,王厚寶,neutral,1894,4
12771,這個老不死的。哼！還要再幹三年？真是做夢！他還要不要別人活了？別人先不說，就說你小陳吧，他和老王不退的話，小陳你想上去就根本不可能呀。,郭章建,angry,1895,0
12772,他們退不退和我可沒有關係。我還能上到哪裏去？,陳玲,neutral,1895,1
12773,話不能怎麼說。他們兩人一退休，這管理處是誰說了算？當然是我老郭說了算。到時候誰接副處長的班，我的推薦就十分重要了。我說你小陳能當副處長，你就能當。,郭章建,neutral,1895,2
12774,可是現在的情況是管理處還是老徐說了算，而且看這樣子在三年之內都是他說了算。,陳玲,neutral,1895,3
12775,哼！想得美！到年齡了還想不退休？難道這管理處離了他們兩人就沒法工作了？地球離了誰都會轉的。管理處離了他們兩人說不定工作會幹得更好。,郭章建,disgust,1895,4
12776,這我相信。就靠你老郭的工作能力，肯定會把管理處的工作幹得紅紅火火。,陳玲,neutral,1895,5
12777,小陳，把眼光看長遠一點。不管怎麼說，未來管理處還是我說了算。,郭章建,neutral,1895,6
12778,現在您在管理處的威信也很高啊。,陳玲,neutral,1895,7
12779,所以，今後無論幹什麼你都應該支持我。我說一句實話，只要他們兩人一退休，我這副處長的位子肯定就是你的。,郭章建,neutral,1895,8
12780,那現在該怎麼辦？,陳玲,surprise,1895,9
12781,現在？現在你應該有意無意地大造輿論，就說他們兩人到年齡了還賴着不退休，主要是想在現在的位子上最後撈一把。,郭章建,neutral,1895,10
12782,這樣好嗎？,陳玲,fear,1895,11
12783,有什麼不好？你不要管那麼多，就按我說的去辦就是了。哼！我就不信他們不回家。,郭章建,angry,1895,12
12784,老郭，你就少抽點菸吧。自己的身體重要。,張萌,fear,1896,0
